0;0;0;0;land;false;unknown;0
1;230;81;119;lake;false;lakes;7
2;0;0;55;land;false;forest;1
3;0;0;205;land;false;forest;1
4;0;0;232;sea;true;ocean;0
5;0;2;240;sea;false;ocean;0
6;0;3;20;land;false;forest;6
7;0;3;170;land;false;forest;1
8;0;3;225;land;false;hills;1
9;0;4;248;sea;false;ocean;0
10;0;6;85;land;false;forest;1
11;0;6;135;land;true;forest;1
12;0;6;190;land;false;plains;6
13;0;8;244;sea;false;ocean;0
14;0;9;155;land;true;plains;1
15;0;9;200;land;false;forest;1
16;0;10;232;sea;true;ocean;0
17;0;12;15;land;false;plains;1
18;0;12;165;land;false;forest;1
19;0;12;240;sea;false;ocean;0
20;0;14;248;sea;true;ocean;0
21;0;15;80;land;true;mountain;1
22;0;15;130;land;true;mountain;1
23;0;15;185;land;false;plains;6
24;0;15;236;sea;true;ocean;0
25;0;17;244;sea;false;ocean;0
26;0;18;45;land;false;forest;1
27;0;18;150;land;false;hills;1
28;0;19;240;sea;true;ocean;0
29;0;20;248;sea;false;ocean;0
30;0;21;10;land;false;forest;1
31;0;21;65;land;false;forest;6
32;0;21;215;land;false;forest;1
33;0;22;236;sea;false;ocean;0
34;0;23;244;sea;true;ocean;0
35;0;24;30;land;true;plains;1
36;0;24;75;land;false;marsh;1
37;0;24;180;land;false;forest;1
38;0;27;40;land;true;mountain;1
39;0;27;95;land;false;forest;1
40;0;27;145;land;false;forest;1
41;0;27;248;sea;false;ocean;0
42;0;28;236;sea;false;ocean;0
43;0;29;244;sea;false;ocean;0
44;0;30;5;land;true;mountain;1
45;0;30;60;land;false;forest;6
46;0;30;210;land;true;forest;1
47;0;31;232;sea;false;ocean;0
48;0;32;240;sea;true;ocean;0
49;0;33;248;sea;false;ocean;0
50;0;34;236;sea;false;ocean;0
51;0;36;90;land;false;plains;1
52;0;36;195;land;true;plains;1
53;0;36;244;sea;false;ocean;0
54;0;37;232;sea;false;ocean;0
55;0;38;240;sea;false;ocean;0
56;0;39;55;land;false;forest;1
57;0;39;248;sea;false;ocean;0
58;0;42;20;land;false;forest;1
59;0;42;225;land;false;forest;1
60;0;45;85;land;false;forest;1
61;0;45;135;land;true;plains;1
62;0;45;190;land;true;mountain;1
63;0;48;50;land;true;plains;1
64;0;48;155;land;false;plains;1
65;0;51;15;land;true;plains;1
66;0;51;70;land;true;forest;1
67;0;51;220;land;true;forest;1
68;0;54;35;land;false;forest;1
69;0;54;185;land;false;forest;1
70;0;57;0;land;false;plains;6
71;0;57;45;land;false;forest;1
72;0;57;150;land;false;forest;1
73;0;60;10;land;false;hills;1
74;0;60;215;land;false;desert;7
75;0;63;30;land;false;forest;1
76;0;63;180;land;false;forest;1
77;0;66;95;land;false;forest;1
78;0;66;145;land;false;forest;1
79;0;66;200;land;true;plains;1
80;0;69;60;land;false;plains;6
81;0;69;165;land;false;forest;1
82;0;69;210;land;true;forest;1
83;0;72;25;land;false;forest;6
84;0;72;130;land;false;forest;6
85;0;72;175;land;false;forest;1
86;0;75;90;land;false;forest;1
87;0;75;140;land;true;mountain;1
88;0;78;55;land;false;forest;1
89;0;78;160;land;false;plains;1
90;0;81;20;land;true;forest;1
91;0;81;75;land;false;marsh;1
92;0;81;225;land;false;marsh;6
93;0;84;40;land;false;forest;1
94;0;84;85;land;true;forest;1
95;0;84;190;land;false;forest;6
96;0;87;5;land;false;forest;1
97;0;87;155;land;false;mountain;1
98;0;90;15;land;false;forest;1
99;0;90;70;land;true;plains;1
100;0;90;220;land;true;forest;6
101;0;93;35;land;false;forest;1
102;0;93;185;land;true;hills;1
103;0;96;0;land;false;forest;6
